B02013	universe some other race alone or in combination with one or more other races
B02015	1 5
B02015	9 5
B02015	20 5
B02015	28 5
B02015	asian alone by selected groups
B02015	universe total asian alone population
B02015	east asian
B02015	chinese except taiwanese
B02015	other east asian
B02015	southeast asian
B02015	other southeast asian
B02015	south asian
B02015	asian indian
B02015	sri lankan
B02015	other south asian
B02015	central asian
B02015	other central asian
B02015	other asian specified
B02015	other asian not specified
B02015	two or more asian
B02016	1 5
B02016	5 5
B02016	10 5
B02016	native hawaiian and other pacific islander alone by selected groups
B02016	universe total native hawaiian and other pacific islander alone population
B02016	native hawaiian
B02016	other polynesian
B02016	other micronesian
B02016	other melanesian
B02016	other native hawaiian and other pacific islander not specified
B02016	two or more native hawaiian and other pacific islander
B02018	1 5
B02018	9 5
B02018	20 5
B02018	28 5
B02018	asian alone or in any combination by selected groups
B02018	universe total asian alone or in any combination population the total groups tallied
B02018	total groups tallied
B02018	east asian
B02018	chinese except taiwanese
B02018	other east asian
B02018	southeast asian
B02018	other southeast asian
B02018	south asian
B02018	asian indian
B02018	sri lankan
B02018	other south asian
B02018	central asian
B02018	other central asian
B02018	other asian specified
B02018	other asian not specified
B02019	1 5
B02019	5 5
B02019	10 5
B02019	native hawaiian and other pacific islander alone or in any combination by selected groups
B02019	universe total native hawaiian and other pacific islander alone or in any combination population the total groups tallied
B02019	total groups tallied
B02019	native hawaiian
B02019	other polynesian
B02019	other micronesian
B02019	other melanesian
B02019	other native hawaiian and other pacific islander not specified
B02020	american indian and alaska native alone by selected tribes and villages
B02020	universe total american indian and alaska native alone population
B02020	american indian tribes specified
B02020	blackfeet tribe of the blackfeet indian reservation of montana
B02020	cherokee nation
B02020	cheyenne river sioux tribe of the cheyenne river reservation south dakota
B02020	comanche nation oklahoma
B02020	crow tribe of montana
B02020	gila river indian community of the gila river indian reservation
B02020	hopi tribe of arizona
B02020	lumbee tribe of north carolina
B02020	navajo nation
B02020	oglala sioux tribe
B02020	pascua yaqui tribe of arizona
B02020	rosebud sioux tribe of the rosebud indian reservation south dakota
B02020	the chickasaw nation
B02020	the choctaw nation of oklahoma
B02020	the muscogee creek nation
B02020	tohono o odham nation of arizona
B02020	turtle mountain band of chippewa indians of north dakota
B02020	white mountain apache tribe of the fort apache reservation arizona
B02020	all other american indian tribes with only one tribe reported
B02020	american indian not specified
B02020	latin american indian
B02020	tarasco purepecha
B02020	all other latin american indian with only one group reported
B02020	alaska native tribes and villages specified
B02020	central council of the tlingit and haida indian tribes
B02020	metlakatla indian community annette island reserve
B02020	native village of barrow inupiat traditional government
B02020	native village of hooper bay naparyarmiut
B02020	native village of kotzebue
B02020	nome eskimo community
B02020	all other alaska native tribes and villages with only one tribe or village reported
B02020	alaska native not specified
B02020	american indian and alaska native not specified
B02020	two or more american indian and alaska native tribes and villages
B02021	american indian and alaska native alone or in any combination by selected tribes and villages
B02021	universe total american indian and alaska native alone or in any combination population the total groups tallied
B02021	total groups tallied
B02021	american indian tribes specified
B02021	blackfeet tribe of the blackfeet indian reservation of montana
B02021	cherokee nation
B02021	cheyenne river sioux tribe of the cheyenne river reservation south dakota
B02021	comanche nation oklahoma
B02021	crow tribe of montana
B02021	gila river indian community of the gila river indian reservation
B02021	hopi tribe of arizona
B02021	lumbee tribe of north carolina
B02021	navajo nation
B02021	oglala sioux tribe
B02021	pascua yaqui tribe of arizona
B02021	rosebud sioux tribe of the rosebud indian reservation south dakota
B02021	the chickasaw nation
B02021	the choctaw nation of oklahoma
B02021	the muscogee creek nation
B02021	tohono o odham nation of arizona
B02021	turtle mountain band of chippewa indians of north dakota
B02021	white mountain apache tribe of the fort apache reservation arizona
B02021	all other american indian tribes with only one tribe reported
B02021	american indian not specified
B02021	latin american indian
B02021	tarasco purepecha
B02021	all other latin american indian with only one group reported
B02021	alaska native tribes and villages specified
B02021	central council of the tlingit and haida indian tribes
B02021	metlakatla indian community annette island reserve
B02021	native village of barrow inupiat traditional government
B02021	native village of hooper bay naparyarmiut
B02021	native village of kotzebue
B02021	nome eskimo community
B02021	all other alaska native tribes and villages with only one tribe or village reported
B02021	alaska native not specified
B02021	american indian and alaska native not specified
B03001	hispanic or latino origin by specific origin
B03001	universe total population
B03001	not hispanic or latino
B03001	hispanic or latino
B03001	puerto rican
B03001	dominican dominican republic
B03001	central american
B03001	costa rican
B03001	other central american
B03001	south american
B03001	other south american
B03001	other hispanic or latino
B03001	spanish american
B03001	all other hispanic or latino
B03002	hispanic or latino origin by race
B03002	universe total population
B03002	not hispanic or latino
B03002	white alone
B03002	black or african american alone
B03002	american indian and alaska native alone
B03002	asian alone
B03002	native hawaiian and other pacific islander alone
B03002	some other race alone
B03002	two or more races
B03002	two races including some other race
B03002	two races excluding some other race and three or more races
B03002	hispanic or latino
B03003	hispanic or latino origin
B03003	universe total population
B03003	not hispanic or latino
B03003	hispanic or latino
B04004	people reporting single ancestry
B04004	universe people reporting single ancestry
B04004	other arab
B04004	assyrian chaldean syriac
B04004	carpatho rusyn
B04004	eastern european
B04004	french except basque
B04004	french canadian
B04004	german russian
B04004	new zealander
B04004	northern european
B04004	pennsylvania german
B04004	scotch irish
B04004	soviet union
B04004	subsaharan african
B04004	cape verdean
B04004	sierra leonean
B04004	south african
B04004	other subsaharan african
B04004	west indian except hispanic groups
B04004	british west indian
B04004	dutch west indian
B04004	trinidadian and tobagonian
B04004	u s virgin islander
B04004	west indian
B04004	other west indian
B04004	other groups
B04005	people reporting multiple ancestry
B04005	universe people reporting multiple ancestries
B04005	other arab
B04005	assyrian chaldean syriac
B04005	carpatho rusyn
B04005	eastern european
B04005	french except basque
B04005	french canadian
B04005	german russian
B04005	new zealander
B04005	northern european
B04005	pennsylvania german
B04005	scotch irish
B04005	soviet union
B04005	subsaharan african
B04005	cape verdean
B04005	sierra leonean
B04005	south african
B04005	other subsaharan african
B04005	west indian except hispanic groups
B04005	british west indian
B04005	dutch west indian
B04005	trinidadian and tobagonian
B04005	u s virgin islander
B04005	west indian
B04005	other west indian
B04005	other groups
B04006	people reporting ancestry
B04006	universe total population
B04006	other arab
B04006	assyrian chaldean syriac
B04006	carpatho rusyn
B04006	eastern european
B04006	french except basque
B04006	french canadian
B04006	german russian
B04006	new zealander
B04006	northern european
B04006	pennsylvania german
B04006	scotch irish
B04006	soviet union
B04006	subsaharan african
B04006	cape verdean
B04006	sierra leonean
B04006	south african
B04006	other subsaharan african
B04006	west indian except hispanic groups
B04006	british west indian
B04006	dutch west indian
B04006	trinidadian and tobagonian
B04006	u s virgin islander
B04006	west indian
B04006	other west indian
B04006	other groups
B04006	unclassified or not reported
B04007	universe total population
B04007	ancestry specified
B04007	single ancestry
B04007	multiple ancestry
B04007	ancestry not specified
B04007	ancestry unclassified
B04007	ancestry not reported
B05001	nativity and citizenship status in the united states
B05001	universe total population in the united states
B05001	u s citizen born in the united states
B05001	u s citizen born in puerto rico or u s island areas
B05001	u s citizen born abroad of american parent s
B05001	u s citizen by naturalization
B05001	not a u s citizen
B05001PR	nativity and citizenship status in puerto rico
B05001PR	universe total population in puerto rico
B05001PR	u s citizen born in puerto rico
B05001PR	u s citizen born in u s or u s island areas
B05001PR	u s citizen born abroad of american parent s
B05001PR	u s citizen by naturalization
B05001PR	not a u s citizen
B05002	place of birth by nativity and citizenship status
B05002	universe total population
B05002	born in state of residence
B05002	born in other state in the united states
B05002	born outside the united states
B05002	puerto rico
B05002	u s island areas
B05002	born abroad of american parent s
B05002	foreign born
B05002	naturalized u s citizen
B05002	latin america
B05002	northern america
B05002	not a u s citizen
B05003	sex by age by nativity and citizenship status
B05003	universe total population
B05003	under 18 years
B05003	foreign born
B05003	naturalized u s citizen
B05003	not a u s citizen
B05003	18 years and over
B05003A	sex by age by nativity and citizenship status white alone
B05003A	universe people who are white alone
B05003A	under 18 years
B05003A	foreign born
B05003A	naturalized u s citizen
B05003A	not a u s citizen
B05003A	18 years and over
B05003B	sex by age by nativity and citizenship status black or african american alone
B05003B	universe people who are black or african american alone
B05003B	under 18 years
B05003B	foreign born
B05003B	naturalized u s citizen
B05003B	not a u s citizen
B05003B	18 years and over
B05003C	sex by age by nativity and citizenship status american indian and alaska native alone
B05003C	universe people who are american indian and alaska native alone
B05003C	under 18 years
B05003C	foreign born
B05003C	naturalized u s citizen
B05003C	not a u s citizen
B05003C	18 years and over
B05003D	sex by age by nativity and citizenship status asian alone
B05003D	universe people who are asian alone
B05003D	under 18 years
B05003D	foreign born
B05003D	naturalized u s citizen
B05003D	not a u s citizen
B05003D	18 years and over
B05003E	sex by age by nativity and citizenship status native hawaiian and other pacific islander alone
B05003E	universe people who are native hawaiian and other pacific islander alone
B05003E	under 18 years
B05003E	foreign born
B05003E	naturalized u s citizen
B05003E	not a u s citizen
B05003E	18 years and over
B05003F	sex by age by nativity and citizenship status some other race alone
B05003F	universe people who are some other race alone
B05003F	under 18 years
B05003F	foreign born
B05003F	naturalized u s citizen
B05003F	not a u s citizen
B05003F	18 years and over
B05003G	sex by age by nativity and citizenship status two or more races
B05003G	universe people who are two or more races
B05003G	under 18 years
B05003G	foreign born
B05003G	naturalized u s citizen
B05003G	not a u s citizen
B05003G	18 years and over
B05003H	sex by age by nativity and citizenship status white alone not hispanic or latino
B05003H	universe white alone not hispanic or latino population
B05003H	under 18 years
B05003H	foreign born
B05003H	naturalized u s citizen
B05003H	not a u s citizen
B05003H	18 years and over
B05003I	sex by age by nativity and citizenship status hispanic or latino
B05003I	universe people who are hispanic or latino
B05003I	under 18 years
B05003I	foreign born
B05003I	naturalized u s citizen
B05003I	not a u s citizen
B05003I	18 years and over
B05004	median age by nativity and citizenship status by sex
B05004	universe total population
B05004	foreign born
B05004	naturalized u s citizen
B05004	not a u s citizen
B05005	period of entry by nativity and citizenship status in the united states
B05005	universe population born outside the united states
B05005	entered 2010 or later
B05005	foreign born
B05005	naturalized u s citizen
B05005	not a u s citizen
B05005	entered 2000 to 2009
B05005	entered 1990 to 1999
B05005	entered before 1990
B05005PR	period of entry by nativity and citizenship status in puerto rico
B05005PR	universe population born outside puerto rico
B05005PR	entered 2010 or later
B05005PR	foreign born
B05005PR	naturalized u s citizen
B05005PR	not a u s citizen
B05005PR	entered 2000 to 2009
B05005PR	entered 1990 to 1999
B05005PR	entered before 1990
B05006	place of birth for the foreign born population in the united states
B05006	universe foreign born population excluding population born at sea
B05006	northern europe
B05006	united kingdom inc crown dependencies
B05006	united kingdom excluding england and scotland
B05006	other northern europe
B05006	western europe
B05006	other western europe
B05006	southern europe
B05006	azores islands
B05006	other southern europe
B05006	eastern europe
B05006	bosnia and herzegovina
B05006	czechoslovakia includes czech republic and slovakia
B05006	north macedonia macedonia
B05006	other eastern europe
B05006	europe n e c
B05006	eastern asia
B05006	china excluding hong kong and taiwan
B05006	hong kong
B05006	other eastern asia
B05006	south central asia
B05006	sri lanka
B05006	other south central asia
B05006	south eastern asia
B05006	burma myanmar
B05006	other south eastern asia
B05006	western asia
B05006	saudi arabia
B05006	united arab emirates
B05006	other western asia
B05006	asia n e c
B05006	eastern africa
B05006	other eastern africa
B05006	middle africa
B05006	democratic republic of congo zaire
B05006	other middle africa
B05006	northern africa
B05006	other northern africa
B05006	southern africa
B05006	south africa
B05006	other southern africa
B05006	western africa
B05006	cabo verde
B05006	ivory coast
B05006	sierra leone
B05006	other western africa
B05006	africa n e c
B05006	australia and new zealand subregion
B05006	other australian and new zealand subregion
B05006	marshall islands
B05006	oceania n e c
B05006	latin america
B05006	dominican republic
B05006	st lucia
B05006	st vincent and the grenadines
B05006	trinidad and tobago
B05006	west indies
B05006	other caribbean
B05006	central america
B05006	costa rica
B05006	el salvador
B05006	other central america
B05006	south america
B05006	other south america
B05006	northern america
B05006	other northern america
B05006PR	place of birth for the foreign born population in puerto rico
B05006PR	universe foreign born population in puerto rico excluding population born at sea
B05006PR	northern europe
B05006PR	western europe
B05006PR	southern europe
B05006PR	other southern europe
B05006PR	eastern europe
B05006PR	europe n e c
B05006PR	eastern asia
B05006PR	china excluding taiwan
B05006PR	other eastern asia
B05006PR	south central asia
B05006PR	south eastern asia
B05006PR	western asia
B05006PR	asia n e c
B05006PR	latin america
B05006PR	dominican republic
B05006PR	other caribbean
B05006PR	central america
B05006PR	costa rica
B05006PR	el salvador
B05006PR	other central america
B05006PR	south america
B05006PR	other south america
B05006PR	northern america
B05007	place of birth by year of entry by citizenship status for the foreign born population
B05007	universe foreign born population
B05007	entered 2010 or later
B05007	naturalized u s citizen
B05007	not a u s citizen
B05007	entered 2000 to 2009
B05007	entered 1990 to 1999
B05007	entered before 1990
B05007	latin america
B05007	central america
B05007	other central america
B05007	south america
B05007	other areas
B05008	sex by place of birth by year of entry for the foreign born population
B05008	universe foreign born population
B05008	entered 2010 or later
B05008	entered 2000 to 2009
B05008	entered before 2000
B05008	latin america
B05008	central america
B05008	other central america
B05008	south america
B05008	other areas
B05009	age and nativity of own children under 18 years in families and subfamilies by number and nativity of parents
B05009	universe own children under 18 years in families and subfamilies
B05009	under 6 years
B05009	living with two parents
B05009	child is native
B05009	child is foreign born
B05009	both parents native
B05009	both parents foreign born
B05009	one native and one foreign born parent
B05009	living with one parent
B05009	native parent
B05009	foreign born parent
B05009	6 to 17 years
B05010	ratio of income to poverty level in the past 12 months by nativity of children under 18 years in families and subfamilies by living arrangements and nativity of parents
B05010	universe own children under 18 years in families and subfamilies for whom poverty status is determined
B05010	under 1 00
B05010	living with two parents
B05010	both parents native
B05010	both parents foreign born
B05010	one native and one foreign born parent
B05010	living with one parent
B05010	native parent
B05010	foreign born parent
B05010	1 00 to 1 99
B05010	2 00 and over
B05011	period of naturalization
B05011	universe foreign born population
B05011	not a u s citizen
B05011	naturalized citizens
B05011	naturalized 2015 or later
B05011	naturalized 2010 to 2014
B05011	naturalized 2005 to 2009
B05011	naturalized 2000 to 2004
B05011	naturalized 1995 to 1999
B05011	naturalized 1990 to 1994
B05011	naturalized before 1990
B05012	nativity in the united states
B05012	universe total population in the united states
B05012	foreign born
B05012PR	nativity in puerto rico
B05012PR	universe total population in puerto rico
B05012PR	foreign born
B05013	sex by age for the foreign born population
B05013	universe foreign born population
B05013	under 5 years
B05013	5 to 9 years
B05013	10 to 14 years
B05013	15 to 19 years
B05013	20 to 24 years
B05013	25 to 29 years
B05013	30 to 34 years
B05013	35 to 39 years
B05013	40 to 44 years
B05013	45 to 49 years
B05013	50 to 54 years
B05013	55 to 59 years
B05013	60 to 64 years
B05013	65 to 69 years
B05013	70 to 74 years
B05013	75 to 79 years
B05013	80 to 84 years
B05013	85 years and over
B05014	sex by age for the foreign born population
B05014	universe foreign born population
B05014	under 10 years
B05014	10 to 19 years
B05014	20 to 29 years
B05014	30 to 39 years
B05014	40 to 49 years
B05014	50 to 59 years
B05014	60 to 69 years
B05014	70 years and over
B05015	place of birth by year of entry for the foreign born population
B05015	universe foreign born population excluding population born at sea
B05015	china hong kong and taiwan
B05015	entered 2010 or later
B05015	entered before 2010
B05015	dominican republic
B05015	el salvador
B05015	all other countries
B06001	place of birth by age in the united states
B06001	universe total population in the united states
B06001	under 5 years
B06001	5 to 17 years
B06001	18 to 24 years
B06001	25 to 34 years
B06001	35 to 44 years
B06001	45 to 54 years
B06001	55 to 59 years
B06001	60 and 61 years
B06001	62 to 64 years
B06001	65 to 74 years
B06001	75 years and over
B06001	born in state of residence
B06001	born in other state in the united states
B06001	native born outside the united states
B06001	foreign born
B06001PR	place of birth by age in puerto rico
B06001PR	universe total population in puerto rico
B06001PR	under 5 years
B06001PR	5 to 17 years
B06001PR	18 to 24 years
B06001PR	25 to 34 years
B06001PR	35 to 44 years
B06001PR	45 to 54 years
B06001PR	55 to 59 years
B06001PR	60 and 61 years
B06001PR	62 to 64 years
B06001PR	65 to 74 years
B06001PR	75 years and over
B06001PR	born in puerto rico
B06001PR	born in the united states
B06001PR	native born elsewhere
B06001PR	foreign born
B06002	0 5
B06002	median age by place of birth in the united states
B06002	universe total population in the united states
B06002	median age
B06002	born in state of residence
B06002	born in other state of the united states
B06002	native born outside the united states
B06002	foreign born
B06002PR	0 5
B06002PR	median age by place of birth in puerto rico
B06002PR	universe total population in puerto rico
B06002PR	median age
B06002PR	born in puerto rico
B06002PR	born in the united states
B06002PR	native born elsewhere
B06002PR	foreign born
B06003	place of birth by sex in the united states
B06003	universe total population in the united states
B06003	born in state of residence
B06003	born in other state in the united states
B06003	native born outside the united states
B06003	foreign born
B06003PR	place of birth by sex in puerto rico
B06003PR	universe total population in puerto rico
B06003PR	born in puerto rico
B06003PR	born in the united states
B06003PR	native born elsewhere
B06003PR	foreign born
B06004A	place of birth white alone in the united states
B06004A	universe white alone population in the united states
B06004A	born in state of residence
B06004A	born in other state in the united states
B06004A	native born outside the united states
B06004A	foreign born
B06004APR	place of birth white alone in puerto rico
B06004APR	universe white alone population in puerto rico
B06004APR	born in puerto rico
B06004APR	born in the united states
B06004APR	native born elsewhere
B06004APR	foreign born
B06004B	place of birth black or african american alone in the united states
B06004B	universe black or african american alone population in the united states
B06004B	born in state of residence
B06004B	born in other state in the united states
B06004B	native born outside the united states
B06004B	foreign born
B06004BPR	place of birth black or african american alone in puerto rico
B06004BPR	universe black or african american alone population in puerto rico
B06004BPR	born in puerto rico
B06004BPR	born in the united states
B06004BPR	native born elsewhere
B06004BPR	foreign born
B06004C	place of birth american indian and alaska native alone in the united states
B06004C	universe american indian and alaska native alone population in the united states
B06004C	born in state of residence
B06004C	born in other state in the united states
B06004C	native born outside the united states
B06004C	foreign born
B06004CPR	place of birth american indian and alaska native alone in puerto rico
B06004CPR	universe american indian and alaska native alone population in puerto rico
B06004CPR	born in puerto rico
B06004CPR	born in the united states
B06004CPR	native born elsewhere
B06004CPR	foreign born
B06004D	place of birth asian alone in the united states
B06004D	universe asian alone population in the united states
B06004D	born in state of residence
B06004D	born in other state in the united states
B06004D	native born outside the united states
B06004D	foreign born
B06004DPR	place of birth asian alone in puerto rico
B06004DPR	universe asian alone population in puerto rico
B06004DPR	born in puerto rico
B06004DPR	born in the united states
B06004DPR	native born elsewhere
B06004DPR	foreign born
B06004E	place of birth native hawaiian and other pacific islander alone in the united states
B06004E	universe native hawaiian and other pacific islander alone population in the united states
B06004E	born in state of residence
B06004E	born in other state in the united states
B06004E	native born outside the united states
B06004E	foreign born
B06004EPR	place of birth native hawaiian and other pacific islander alone in puerto rico
B06004EPR	universe native hawaiian and other pacific islander alone population in puerto rico
B06004EPR	born in puerto rico
B06004EPR	born in the united states
B06004EPR	native born elsewhere
B06004EPR	foreign born
B06004F	place of birth some other race alone in the united states
B06004F	universe some other race alone population in the united states
B06004F	born in state of residence
B06004F	born in other state in the united states
B06004F	native born outside the united states
B06004F	foreign born
B06004FPR	place of birth some other race alone in puerto rico
B06004FPR	universe some other race population in puerto rico
B06004FPR	born in puerto rico
B06004FPR	born in the united states
